X,Y,Z
437619.0570,87031.6087,0.5000
437604.7675,87019.1367,0.5000
437606.0972,87020.5407,0.5000
437607.4173,87021.9591,0.5000
437600.4579,87015.5076,0.5000
437601.9741,87016.5706,0.5000
437603.4018,87017.7968,0.5000
437608.7539,87023.3428,0.5000
437614.4359,87028.3041,0.5000
437615.9419,87029.4335,0.5000
437617.4823,87030.5327,0.5000
437610.1232,87024.6638,0.5000
437611.5266,87025.9262,0.5000
437612.9642,87027.1373,0.5000
437570.6202,86978.0277,0.5000
437629.9555,86972.5209,0.5000
437628.4088,86971.4715,0.5000
437626.9243,86970.2970,0.5000
437635.0528,86974.7684,0.5000
437633.2702,86974.1840,0.5000
437631.5731,86973.4302,0.5000
437625.4933,86969.0129,0.5000
437620.1211,86963.1191,0.5000
437618.7992,86961.6194,0.5000
437617.4477,86960.2161,0.5000
437624.1071,86967.6344,0.5000
437622.7570,86966.1766,0.5000
437621.4337,86964.6573,0.5000
437636.9073,86975.1799,0.5000
437654.8123,86970.1514,0.5000
437653.2991,86971.3296,0.5000
437651.7053,86972.3819,0.5000
437658.8361,86965.9728,0.5000
437657.5840,86967.4618,0.5000
437656.2417,86968.8584,0.5000
437650.0342,86973.2972,0.5000
437642.6778,86975.3848,0.5000
437640.7422,86975.4872,0.5000
437638.8112,86975.4192,0.5000
437648.2890,86974.0643,0.5000
437646.4730,86974.6721,0.5000
437644.5955,86975.1128,0.5000
437616.0466,86958.9670,0.5000
437583.9186,86964.8851,0.5000
437582.3189,86965.7977,0.5000
437580.7575,86966.7950,0.5000
437588.9469,86962.5391,0.5000
437587.2327,86963.2676,0.5000
437585.5566,86964.0457,0.5000
437579.2358,86967.8872,0.5000
437573.7570,86973.1780,0.5000
437572.5989,86974.7158,0.5000
437571.5494,86976.3334,0.5000
437577.7630,86969.0747,0.5000
437576.3510,86970.3544,0.5000
437575.0117,86971.7232,0.5000
437590.6990,86961.8485,0.5000
437609.5883,86956.5459,0.5000
437607.7523,86956.6302,0.5000
437605.8591,86956.9180,0.5000
437614.5756,86957.9298,0.5000
437613.0146,86957.1623,0.5000
437611.3486,86956.7087,0.5000
437603.9272,86957.3655,0.5000
437596.1823,86959.8865,0.5000
437594.3168,86960.5339,0.5000
437592.4890,86961.1840,0.5000
437601.9753,86957.9292,0.5000
437600.0218,86958.5652,0.5000
437598.0854,86959.2300,0.5000
437856.7224,86800.6097,1.0000
437857.4496,86799.8318,1.0000
437858.0779,86798.9731,1.0000
437854.2374,86802.3089,1.0000
437855.1063,86801.8434,1.0000
437855.9354,86801.2813,1.0000
437858.5667,86798.0604,1.0000
437858.4329,86794.3778,1.0000
437857.8851,86793.5277,1.0000
437857.2021,86792.7193,1.0000
437858.8752,86797.1208,1.0000
437858.9627,86796.1812,1.0000
437858.8054,86795.2641,1.0000
437853.3303,86802.6908,1.0000
437843.3321,86803.3178,1.0000
437844.2093,86803.6550,1.0000
437845.1645,86803.8483,1.0000
437841.2420,86801.3894,1.0000
437841.8647,86802.1578,1.0000
437842.5521,86802.8150,1.0000
437846.1773,86803.9210,1.0000
437850.3991,86803.4678,1.0000
437851.4094,86803.2571,1.0000
437852.3871,86803.0025,1.0000
437847.2274,86803.8963,1.0000
437848.2945,86803.7975,1.0000
437849.3581,86803.6476,1.0000
437856.4239,86791.9581,1.0000
437839.7767,86786.0135,1.0000
437838.7654,86785.9374,1.0000
437837.7516,86785.8676,1.0000
437842.7829,86786.3101,1.0000
437841.7867,86786.1967,1.0000
437840.7842,86786.0989,1.0000
437836.7365,86785.8008,1.0000
437939.5840,86765.4951,1.0000
437938.7650,86765.6330,1.0000
437937.9618,86765.8067,1.0000
437943.8555,86765.1899,1.0000
437942.1199,86765.2531,1.0000
437940.4175,86765.3888,1.0000
437843.7716,86786.4421,1.0000
437853.0204,86789.4662,1.0000
437852.1497,86788.9791,1.0000
437851.2695,86788.5408,1.0000
437855.5905,86791.2495,1.0000
437854.7394,86790.5985,1.0000
437853.8832,86790.0050,1.0000
437850.3785,86788.1485,1.0000
437846.6797,86786.9809,1.0000
437845.7212,86786.7744,1.0000
437844.7514,86786.5958,1.0000
437849.4750,86787.7993,1.0000
437848.5577,86787.4903,1.0000
437847.6256,86787.2185,1.0000
437840.6550,86800.5542,1.0000
437851.8108,86791.3332,1.5000
437851.5826,86791.1061,1.5000
437851.3362,86790.8964,1.5000
437852.3700,86792.1293,1.5000
437852.2061,86791.8440,1.5000
437852.0192,86791.5788,1.5000
437851.0732,86790.7029,1.5000
437848.5698,86789.6101,1.5000
437847.2209,86789.2532,1.5000
437845.8938,86788.9632,1.5000
437850.5040,86790.3606,1.5000
437849.8883,86790.0702,1.5000
437849.2392,86789.8230,1.5000
437852.5103,86792.4323,1.5000
437852.5131,86795.7597,1.5000
437852.6340,86795.4489,1.5000
437852.7269,86795.1252,1.5000
437851.9966,86796.6078,1.5000
437852.1926,86796.3393,1.5000
437852.3653,86796.0565,1.5000
437852.7921,86794.7914,1.5000
437852.7847,86793.4172,1.5000
437852.7181,86793.0794,1.5000
437852.6265,86792.7501,1.5000
437852.8301,86794.4506,1.5000
437852.8412,86794.1059,1.5000
437852.8259,86793.7604,1.5000
437844.5843,86788.7403,1.5000
437833.2186,86793.9769,1.0000
437833.9676,86794.6765,1.0000
437834.7746,86795.2760,1.0000
437831.5953,86791.1714,1.0000
437832.0004,86792.1934,1.0000
437832.5527,86793.1440,1.0000
437835.6150,86795.8133,1.0000
437838.8193,86798.0930,1.0000
437839.4725,86798.8615,1.0000
437840.0748,86799.6967,1.0000
437836.4644,86796.3260,1.0000
437837.2979,86796.8517,1.0000
437838.0911,86797.4282,1.0000
437831.3712,86790.1249,1.0000
437839.3787,86788.5571,1.5000
437838.0606,86788.6638,1.5000
437838.0606,86788.6638,1.5000
437843.2852,86788.5864,1.5000
437841.9893,86788.5037,1.5000
437840.6892,86788.4942,1.5000
437835.7218,86785.8211,1.0000
437832.1186,86787.3080,1.0000
437831.6011,86788.1463,1.0000
437831.3619,86789.1009,1.0000
437834.7261,86785.9174,1.0000
437833.7683,86786.1657,1.0000
437832.8738,86786.6325,1.0000
437947.3406,86765.2062,1.0000
437946.7827,86765.1828,1.0000
437945.6077,86765.1627,1.0000
437948.7532,86765.3937,1.0000
437948.3377,86765.3063,1.0000
437947.8629,86765.2456,1.0000
437945.6077,86765.1627,1.0000
438035.5346,86695.8220,1.5000
438035.3351,86696.5462,1.5000
438035.2005,86697.3020,1.5000
438037.2243,86692.5709,1.5000
438036.4426,86693.8147,1.5000
438035.7911,86695.1282,1.5000
437949.0975,86765.5131,1.0000
437948.9387,86767.4746,1.0000
437949.2047,86767.0963,1.0000
437949.4109,86766.7382,1.0000
437947.5663,86769.0223,1.0000
437948.2850,86768.2584,1.0000
437948.6273,86767.8648,1.0000
437949.5426,86766.4088,1.0000
437949.5250,86765.8694,1.0000
437949.4545,86765.7640,1.0000
437949.3587,86765.6699,1.0000
437949.5761,86766.2574,1.0000
437949.5854,86766.1164,1.0000
437949.5689,86765.9868,1.0000
438035.1381,86698.0754,1.5000
438051.2400,86704.3130,1.5000
438052.8207,86704.6712,1.5000
438053.5770,86704.9139,1.5000
438046.5504,86703.9871,1.5000
438048.0604,86704.0051,1.5000
438049.6301,86704.1006,1.5000
438054.2985,86705.2036,1.5000
438056.6521,86706.9032,1.5000
438057.0614,86707.4809,1.5000
438057.3809,86708.1267,1.5000
438054.9760,86705.5438,1.5000
438055.6002,86705.9382,1.5000
438056.1619,86706.3901,1.5000
438045.0846,86703.9997,1.5000
438035.7509,86700.9854,1.5000
438036.1548,86701.5771,1.5000
438036.6633,86702.0867,1.5000
438035.1549,86698.8485,1.5000
438035.2579,86699.6032,1.5000
438035.4543,86700.3215,1.5000
438037.2574,86702.5194,1.5000
438040.7924,86703.7532,1.5000
438042.2217,86703.9297,1.5000
438043.6470,86703.9962,1.5000
438037.9161,86702.8815,1.5000
438038.6185,86703.1795,1.5000
438039.3437,86703.4199,1.5000
437947.2180,86769.3763,1.0000
437926.9587,86772.7448,1.0000
437926.8737,86773.1150,1.0000
437926.8403,86773.4942,1.0000
437927.4877,86771.6882,1.0000
437927.2693,86772.0315,1.0000
437927.0918,86772.3836,1.0000
437926.8618,86773.8821,1.0000
437927.4449,86775.4581,1.0000
437927.6950,86775.8384,1.0000
437927.9789,86776.2054,1.0000
437926.9370,86774.2764,1.0000
437927.0619,86774.6731,1.0000
437927.2325,86775.0683,1.0000
437927.7432,86771.3540,1.0000
437934.8216,86766.8665,1.0000
437934.0289,86767.2221,1.0000
437933.2228,86767.6136,1.0000
437937.1710,86766.0170,1.0000
437936.3875,86766.2638,1.0000
437935.6061,86766.5470,1.0000
437932.3982,86768.0409,1.0000
437929.0653,86770.1067,1.0000
437928.3515,86770.7124,1.0000
437928.0324,86771.0287,1.0000
437931.5508,86768.5038,1.0000
437930.6938,86769.0024,1.0000
437929.8557,86769.5367,1.0000
437928.2926,86776.5552,1.0000
437938.1822,86776.4369,1.0000
437938.9640,86775.9867,1.0000
437939.7231,86775.5189,1.0000
437935.7042,86777.6373,1.0000
437936.5494,86777.2726,1.0000
437937.3771,86776.8675,1.0000
437940.4602,86775.0359,1.0000
437945.6582,86770.8743,1.0000
437946.2570,86770.3166,1.0000
437946.8856,86769.7079,1.0000
437941.8714,86774.0324,1.0000
437943.2036,86772.9937,1.0000
437944.4626,86771.9369,1.0000
437934.8471,86777.9454,1.0000
437929.7650,86777.7033,1.0000
437930.1676,86777.9079,1.0000
437930.5767,86778.0728,1.0000
437928.6320,86776.8838,1.0000
437928.9932,86777.1873,1.0000
437929.3722,86777.4618,1.0000
437930.9911,86778.1994,1.0000
437932.6884,86778.3625,1.0000
437933.1192,86778.3276,1.0000
437933.9835,86778.1809,1.0000
437931.4102,86778.2897,1.0000
437931.8332,86778.3456,1.0000
437932.2595,86778.3692,1.0000
437851.7791,86796.8618,1.5000
438010.5871,86820.4140,1.5000
438011.6180,86820.7191,1.5000
438012.6215,86821.0426,1.5000
438007.6510,86819.2237,1.5000
438008.5789,86819.6956,1.5000
438009.5630,86820.0862,1.5000
438013.5639,86821.4252,1.5000
438016.1480,86824.2075,1.5000
438016.4700,86825.2076,1.5000
438016.6828,86826.2789,1.5000
438014.4109,86821.9081,1.5000
438015.1294,86822.5314,1.5000
438015.7050,86823.3063,1.5000
438006.7753,86818.6784,1.5000
437999.6311,86811.2203,1.5000
438000.3133,86811.9911,1.5000
438000.9816,86812.7811,1.5000
437997.4155,86809.1167,1.5000
437998.1907,86809.7738,1.5000
437998.9264,86810.4781,1.5000
438001.6444,86813.5811,1.5000
438004.4061,86816.6942,1.5000
438005.1582,86817.4044,1.5000
438005.9461,86818.0689,1.5000
438002.3102,86814.3817,1.5000
438002.9876,86815.1736,1.5000
438003.6843,86815.9475,1.5000
438016.7981,86827.3940,1.5000
438068.5442,86790.4897,0.0000
438066.2898,86790.5957,0.0000
438064.0821,86790.7962,0.0000
438075.5541,86790.6704,0.0000
438073.1797,86790.5338,0.0000
438070.8419,86790.4713,0.0000
438061.9244,86791.0977,0.0000
438053.8606,86793.4499,0.0000
438052.0030,86794.3581,0.0000
438050.2154,86795.4080,0.0000
438059.8201,86791.5071,0.0000
438057.7725,86792.0311,0.0000
438055.7848,86792.6764,0.0000
438077.9619,86790.8745,0.0000
438016.4319,86831.7834,1.5000
438016.1080,86832.7676,1.5000
438015.6696,86833.6740,1.5000
438016.8275,86828.5252,1.5000
438016.7807,86829.6460,1.5000
438016.6525,86830.7375,1.5000
438015.1058,86834.4865,1.5000
438011.7900,86836.8762,1.5000
438082.8641,86791.4578,0.0000
438080.3996,86791.1392,0.0000
438014.4083,86835.1918,1.5000
438013.5983,86835.8048,1.5000
438012.7129,86836.3559,1.5000
437996.5923,86808.5162,1.5000
438000.2332,86833.6027,1.5000
437999.4923,86832.8853,1.5000
437998.8051,86832.1236,1.5000
438002.7686,86835.4190,1.5000
438001.8776,86834.8776,1.5000
438001.0303,86834.2695,1.5000
437998.1645,86831.3236,1.5000
437995.9248,86827.8564,1.5000
437995.4102,86826.9519,1.5000
437994.9016,86826.0438,1.5000
437997.5633,86830.4910,1.5000
437996.9944,86829.6317,1.5000
437996.4506,86828.7516,1.5000
438003.6965,86835.8856,1.5000
438059.3299,86807.4185,1.0000
438061.0543,86807.4221,1.0000
438062.4632,86807.5358,1.0000
438054.3664,86808.4315,1.0000
438055.9819,86807.9037,1.0000
438057.6377,86807.5725,1.0000
438010.7476,86836.9176,1.5000
438006.6356,86836.7619,1.5000
438005.6363,86836.5624,1.5000
438004.6546,86836.2694,1.5000
438009.7081,86836.9429,1.5000
438008.6744,86836.9361,1.5000
438007.6492,86836.8811,1.5000
437994.3946,86825.1378,1.5000
437986.8958,86808.7535,1.5000
437987.5672,86808.0765,1.5000
437988.4555,86807.5485,1.5000
437986.4539,86811.5308,1.5000
437986.3667,86810.5104,1.5000
437986.5002,86809.5734,1.5000
437989.4899,86807.1720,1.5000
437993.8122,86807.1953,1.5000
437994.7894,86807.5387,1.5000
437995.7166,86807.9846,1.5000
437990.5995,86806.9498,1.5000
437991.7138,86806.8844,1.5000
437992.7865,86806.9716,1.5000
437986.7204,86812.6011,1.5000
437992.2924,86821.6481,1.5000
437991.7267,86820.8356,1.5000
437991.1441,86820.0410,1.5000
437993.8847,86824.2396,1.5000
437993.3674,86823.3548,1.5000
437992.8381,86822.4891,1.5000
437990.5506,86819.2484,1.5000
437988.1832,86815.7756,1.5000
437987.6265,86814.7570,1.5000
437987.1251,86813.6877,1.5000
437989.9518,86818.4417,1.5000
437989.3538,86817.6047,1.5000
437988.7623,86816.7214,1.5000
437837.0601,86788.9369,1.5000
437836.7887,86789.0860,1.5000
437836.5700,86789.2842,1.5000
437996.0975,86859.4304,0.0000
437996.1041,86859.5609,0.0000
437837.3715,86788.8251,1.5000
437836.4081,86789.5328,1.5000
437836.2544,86790.8621,1.5000
437836.3204,86791.2355,1.5000
437836.4206,86791.6082,1.5000
437836.2994,86789.8234,1.5000
437836.2401,86790.1475,1.5000
437836.2263,86790.4966,1.5000
437995.7761,86857.1943,0.0000
437985.9193,86836.9161,0.0000
437987.1969,86838.7185,0.0000
437988.4368,86840.5587,0.0000
437981.9293,86831.6507,0.0000
437983.2786,86833.3909,0.0000
437984.6109,86835.1432,0.0000
437989.6321,86842.4456,0.0000
437993.7969,86850.5924,0.0000
437994.6029,86852.7639,0.0000
437995.2703,86854.9683,0.0000
437990.7758,86844.3877,0.0000
437991.8609,86846.3935,0.0000
437992.8752,86848.4651,0.0000
437836.5510,86791.9716,1.5000
437845.7693,86798.7271,1.5000
437846.4369,86798.8028,1.5000
437847.1149,86798.8150,1.5000
437843.8906,86798.1245,1.5000
437844.4899,86798.3874,1.5000
437845.1183,86798.5885,1.5000
437847.7970,86798.7631,1.5000
437850.4318,86797.9082,1.5000
437851.0156,86797.5352,1.5000
437851.5419,86797.1012,1.5000
437848.4771,86798.6468,1.5000
437849.1489,86798.4654,1.5000
437849.8049,86798.2188,1.5000
437843.3234,86797.8029,1.5000
437837.3038,86793.1912,1.5000
437837.5357,86793.4324,1.5000
437838.0368,86793.8600,1.5000
437836.7080,86792.3173,1.5000
437836.8877,86792.6368,1.5000
437837.0870,86792.9271,1.5000
437838.5726,86794.2367,1.5000
437841.2451,86796.1714,1.5000
437842.2609,86797.0304,1.5000
437842.7826,86797.4339,1.5000
437839.1260,86794.5895,1.5000
437839.6793,86794.9452,1.5000
437840.2166,86795.3286,1.5000
437980.5701,86829.9140,0.0000
438015.3720,86810.4998,0.0000
438013.6522,86809.4861,0.0000
438012.0585,86808.1014,0.0000
438021.4803,86810.8600,0.0000
438019.3023,86811.1352,0.0000
438017.2534,86811.0524,0.0000
438010.5545,86806.4373,0.0000
438004.7107,86798.8213,0.0000
438003.1142,86797.1290,0.0000
438001.4156,86795.6423,0.0000
438009.1040,86804.5855,0.0000
438007.6707,86802.6378,0.0000
438006.2184,86800.6858,0.0000
438023.7454,86810.3483,0.0000
438043.8181,86801.1321,0.0000
438042.3249,86802.7972,0.0000
438040.7341,86804.3008,0.0000
438048.5012,86796.6061,0.0000
438046.8637,86797.9593,0.0000
438045.3062,86799.4742,0.0000
438038.9783,86805.5234,0.0000
438030.6531,86808.5210,0.0000
438028.3699,86809.0983,0.0000
438026.0559,86809.7213,0.0000
438037.0676,86806.4965,0.0000
438035.0267,86807.2803,0.0000
438032.8803,86807.9350,0.0000
437999.6109,86794.3707,0.0000
437971.5876,86810.2376,0.0000
437971.6226,86812.4703,0.0000
437971.8712,86814.6559,0.0000
437972.3652,86803.3977,0.0000
437971.9850,86805.6801,0.0000
437971.7229,86807.9701,0.0000
437972.3770,86816.7823,0.0000
437976.5754,86824.6003,0.0000
437977.8748,86826.4033,0.0000
437979.2126,86828.1696,0.0000
437973.1635,86818.8396,0.0000
437974.1745,86820.8270,0.0000
437975.3332,86822.7458,0.0000
437972.9197,86801.1869,0.0000
437991.3421,86791.5822,0.0000
437989.0808,86791.4634,0.0000
437986.7814,86791.5712,0.0000
437997.6963,86793.3237,0.0000
437995.6700,86792.5099,0.0000
437993.5452,86791.9303,0.0000
437984.4661,86791.9038,0.0000
437976.2475,86795.6525,0.0000
437974.8042,86797.2506,0.0000
437973.7116,86799.1153,0.0000
437982.1850,86792.4670,0.0000
437980.0081,86793.2720,0.0000
437978.0055,86794.3301,0.0000
438057.6121,86708.8367,1.5000
438051.2212,86801.3565,0.5000
438050.7075,86801.8456,0.5000
438049.7025,86802.8710,0.5000
438052.8295,86800.0226,0.5000
438052.2803,86800.4418,0.5000
438051.7449,86800.8875,0.5000
438047.7296,86805.0211,0.5000
438044.6387,86808.1079,0.5000
438044.0852,86808.5666,0.5000
438043.5191,86809.0056,0.5000
438046.7318,86806.0942,0.5000
438045.7064,86807.1317,0.5000
438045.1788,86807.6291,0.5000
438053.3942,86799.6331,0.5000
438060.0320,86797.7315,0.5000
438059.3071,86797.7710,0.5000
438058.5899,86797.8388,0.5000
438062.2294,86797.7623,0.5000
438061.4954,86797.7293,0.5000
438060.7622,86797.7183,0.5000
438057.8827,86797.9369,0.5000
438055.2004,86798.6751,0.5000
438054.5778,86798.9562,0.5000
438053.9763,86799.2766,0.5000
438057.1879,86798.0676,0.5000
438056.5076,86798.2328,0.5000
438055.8444,86798.4346,0.5000
438042.9409,86809.4256,0.5000
438019.2322,86815.2731,0.5000
438017.8174,86815.0629,0.5000
438016.4104,86814.7839,0.5000
438023.4963,86815.5009,0.5000
438022.0743,86815.4911,0.5000
438020.6521,86815.4154,0.5000
438015.0139,86814.4352,0.5000
438010.9331,86812.9505,0.5000
438010.2854,86812.6313,0.5000
438009.6530,86812.2886,0.5000
438013.6305,86814.0156,0.5000
438012.2651,86813.5232,0.5000
438011.5938,86813.2474,0.5000
438024.9154,86815.4460,0.5000
438038.6101,86811.8866,0.5000
438037.3015,86812.4550,0.5000
438035.9709,86812.9728,0.5000
438042.3512,86809.8273,0.5000
438041.1402,86810.5779,0.5000
438039.8915,86811.2626,0.5000
438034.6235,86813.4452,0.5000
438029.1305,86814.9064,0.5000
438027.7341,86815.1464,0.5000
438026.3288,86815.3274,0.5000
438033.2644,86813.8769,0.5000
438031.8958,86814.2673,0.5000
438030.5177,86814.6119,0.5000
438063.6902,86797.8864,0.5000
438080.8803,86738.3364,0.5000
438078.9538,86738.8898,0.5000
438077.0092,86739.2702,0.5000
438086.3985,86735.5121,0.5000
438084.6422,86736.6462,0.5000
438082.7836,86737.5915,0.5000
438075.0513,86739.4963,0.5000
438067.1835,86739.2285,0.5000
438065.2313,86738.9609,0.5000
438063.2903,86738.6433,0.5000
438073.0849,86739.5865,0.5000
438071.1149,86739.5596,0.5000
438069.1462,86739.4340,0.5000
438087.9905,86734.2034,0.5000
438088.4495,86715.8960,0.5000
438089.2866,86717.7298,0.5000
438090.0497,86719.6333,0.5000
438085.5641,86710.7372,0.5000
438086.5814,86712.4074,0.5000
438087.5454,86714.1244,0.5000
438090.7116,86721.5978,0.5000
438091.1592,86729.3728,0.5000
438090.4329,86731.1195,0.5000
438089.3559,86732.7345,0.5000
438091.2143,86723.5898,0.5000
438091.4970,86725.5735,0.5000
438091.4989,86727.5131,0.5000
438061.3587,86738.2844,0.5000
438018.7680,86732.3420,0.5000
438016.8751,86731.8560,0.5000
438014.9981,86731.2836,0.5000
438024.5759,86733.0935,0.5000
438022.6216,86732.9429,0.5000
438020.6838,86732.7027,0.5000
438013.1290,86730.6679,0.5000
438067.9458,86798.6323,0.5000
438066.5481,86798.3265,0.5000
438065.1301,86798.0764,0.5000
438072.0321,86799.8416,0.5000
438070.6862,86799.3941,0.5000
438069.3246,86798.9896,0.5000
438026.5409,86733.1853,0.5000
438050.1319,86735.9478,0.5000
438046.1636,86735.1236,0.5000
438042.1953,86734.2995,0.5000
438059.4349,86737.8926,0.5000
438058.0686,86737.5961,0.5000
438054.1002,86736.7720,0.5000
438040.2586,86734.0436,0.5000
438032.4463,86733.4028,0.5000
438030.4804,86733.3160,0.5000
438028.5109,86733.2493,0.5000
438038.3146,86733.8304,0.5000
438036.3641,86733.6555,0.5000
438034.4078,86733.5144,0.5000
437987.0371,86827.4726,0.5000
437987.7899,86828.6743,0.5000
437988.5213,86829.8891,0.5000
437984.6420,86823.9528,0.5000
437985.4622,86825.1123,0.5000
437986.2616,86826.2849,0.5000
437989.2324,86831.1159,0.5000
437994.6468,86841.0812,0.5000
437996.0962,86843.5135,0.5000
437996.8161,86844.7355,0.5000
437990.6007,86833.6010,0.5000
437993.2599,86838.6124,0.5000
437993.9436,86839.8528,0.5000
437982.9898,86821.6422,0.5000
437978.4539,86812.8554,0.5000
437978.6571,86813.5363,0.5000
437978.8844,86814.2103,0.5000
437978.0013,86810.7763,0.5000
437978.1247,86811.4747,0.5000
437978.2760,86812.1679,0.5000
437979.1344,86814.8766,0.5000
437980.6799,86818.0737,0.5000
437981.4097,86819.2879,0.5000
437982.1841,86820.4746,0.5000
437979.4059,86815.5347,0.5000
437979.6974,86816.1840,0.5000
437980.0079,86816.8238,0.5000
437997.5143,86845.9742,0.5000
437961.7418,86879.1647,0.5000
437960.3204,86879.2719,0.5000
437958.8939,86879.4497,0.5000
437963.8522,86879.1606,0.5000
437963.1526,86879.1392,0.5000
437962.4489,86879.1410,0.5000
437957.4683,86879.6870,0.5000
437950.4621,86881.3472,0.5000
437949.0818,86881.6830,0.5000
437947.7055,86881.9893,0.5000
437956.0490,86879.9724,0.5000
437954.6397,86880.2943,0.5000
437953.2397,86880.6396,0.5000
437964.5471,86879.2066,0.5000
437999.9248,86851.1634,0.5000
438000.4137,86852.5101,0.5000
438000.8506,86853.8720,0.5000
437998.1788,86847.2373,0.5000
437998.8041,86848.5247,0.5000
437999.3872,86849.8341,0.5000
438001.2324,86855.2468,0.5000
437966.5985,86879.4998,0.5000
437965.9199,86879.3771,0.5000
437965.2364,86879.2787,0.5000
